District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Area and size class of locality,Indicators,Value
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,3757
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Male,9050
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Female,9577
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,1
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,793
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Male,1814
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Female,1799
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,3
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,3063
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Male,6683
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Female,7148
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,12366
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Male,27844
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Female,28202
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Number of localities,7
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Number of household,19205
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Male,41271
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Female,41271
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of localities,2
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of household,11930
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Male,24114
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Female,23417
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  100,000 - 299,999",Number of localities,1
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  100,000 - 299,999",Number of household,54748
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  100,000 - 299,999",Male,117932
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  100,000 - 299,999",Female,108796
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,27
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,10956
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Male,19680
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Female,24223
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,23
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,14002
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Male,26045
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Female,31417
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,3
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,2444
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Male,4420
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Female,5471
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,2190
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Male,3824
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Female,4743
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,8183
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Male,13852
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Female,17376
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,4304
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Male,8092
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Female,8581
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,3
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,2032
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Male,5036
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  3,000 - 3,999",Female,5809
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,4128
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Male,11421
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  4,000 - 4,999",Female,11401
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,54
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,71030
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Male,197526
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  5,000 - 9,999",Female,202782
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Number of localities,14
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Number of household,29918
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Male,84145
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  10,000 - 19,999",Female,84695
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Number of localities,1
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Number of household,4208
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Male,12888
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,"  20,000 - 49,999",Female,11877
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of localities,1
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of household,280
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Male,593
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Female,686
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,3
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,1338
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Male,3649
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Female,3695
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,6
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,3898
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Male,9621
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Female,10011
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,6
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,4819
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Male,12711
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Female,13274
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,17
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,23234
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Male,58321
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Female,59924
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Number of localities,8
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Number of household,24276
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Male,58503
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Female,62379
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of localities,2
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of household,8392
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Male,20305
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Female,21152
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  50,000 - 99,999",Number of localities,1
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  50,000 - 99,999",Number of household,19890
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  50,000 - 99,999",Male,42981
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,"  50,000 - 99,999",Female,42672
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Less than 500,Number of localities,9
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Less than 500,Number of household,695
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Less than 500,Male,1382
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  Less than 500,Female,1302
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  500 - 999,Number of localities,2
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  500 - 999,Number of household,254
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  500 - 999,Male,702
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  500 - 999,Female,538
Manang,Gandaki,Mountain,Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,2
Manang,Gandaki,Mountain,Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,531
Manang,Gandaki,Mountain,Western,2068/69,2011/12,"  1,000 - 1,999",Male,1577
Manang,Gandaki,Mountain,Western,2068/69,2011/12,"  1,000 - 1,999",Female,1037
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of localities,2
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of household,1044
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Male,2166
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  2,000 - 2,999",Female,2495
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of localities,4
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,2913
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,6478
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,6961
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,5
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,5324
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,11200
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,11939
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,20
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,30576
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,67527
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,72349
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of localities,24
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of household,72872
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Male,159599
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Female,173905
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of localities,10
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of household,56040
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Male,114807
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Female,130995
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  100,000 - 299,999",Number of localities,1
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  100,000 - 299,999",Number of household,45228
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  100,000 - 299,999",Male,104935
Morang,Kosi,Terai,Eastern,2068/69,2011/12,"  100,000 - 299,999",Female,100014
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Less than 500,Number of localities,1
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Less than 500,Number of household,91
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Less than 500,Male,179
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  Less than 500,Female,206
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  500 - 999,Number of localities,2
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  500 - 999,Number of household,268
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  500 - 999,Male,717
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,  500 - 999,Female,778
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,8
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,2067
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Male,6176
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Female,6034
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,7
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,2963
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Male,8813
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Female,8720
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,4
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,2692
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Male,7687
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Female,7435
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,2
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,1538
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Male,4453
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Female,4088
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Less than 500,Number of localities,2
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Less than 500,Number of household,191
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Less than 500,Male,323
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  Less than 500,Female,323
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  500 - 999,Number of localities,11
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  500 - 999,Number of household,2026
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  500 - 999,Male,4114
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,  500 - 999,Female,3991
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,3
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,1137
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,"  1,000 - 1,999",Male,2656
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,"  1,000 - 1,999",Female,2045
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  500 - 999,Number of localities,2
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  500 - 999,Number of household,424
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  500 - 999,Male,852
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  500 - 999,Female,907
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,15
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,5673
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Male,9961
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Female,12238
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,4580
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Male,8305
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Female,10373
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,11
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,9409
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Male,17023
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Female,21567
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,3
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,3224
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Male,5915
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Female,7631
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,1
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,1254
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Male,2708
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Female,3225
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,3198
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Male,6631
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Female,6305
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,3
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,1411
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  2,000 - 2,999",Male,3366
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  2,000 - 2,999",Female,4009
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,10
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,6289
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  3,000 - 3,999",Male,15569
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  3,000 - 3,999",Female,19083
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,5
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,3875
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Male,11063
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Female,11973
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,36
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,47706
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Male,121406
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Female,133554
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,15
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,38930
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Male,85054
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Female,98612
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Number of localities,5
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Number of household,30582
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Male,67217
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Female,72602
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Less than 500,Number of localities,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Less than 500,Number of household,118
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Less than 500,Male,181
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Less than 500,Female,245
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of localities,4
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of household,1656
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Male,3337
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Female,3837
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,14
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,8102
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Male,17120
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Female,19109
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,18
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,13384
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Male,30064
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Female,32394
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,6
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,5370
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Male,13145
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Female,13343
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,18
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,24306
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Male,55332
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Female,61411
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of localities,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of household,6279
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Male,13608
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Female,14345
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of localities,14
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of household,5033
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Male,10327
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Female,12377
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of localities,25
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of household,13784
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Male,28244
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Female,33471
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of localities,13
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,9580
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,20687
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,23520
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,2
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,1786
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,3920
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,4483
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,2
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,2319
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,5509
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,5446
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,4
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,1511
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Male,3128
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Female,4055
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,27
Palpa,Lumbini,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,15114
