District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Caste/Ethnicity,Gender,In number
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Lohar,Male,28
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Lohar,Female,31
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kathbaniyan,Male,27
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kathbaniyan,Female,24
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Punjabi/Shikh,Male,27
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Punjabi/Shikh,Female,22
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bahing,Male,22
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bahing,Female,25
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Satar/Santhal,Male,28
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Satar/Santhal,Female,18
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Brahman - Tarai,Male,28
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Brahman - Tarai,Female,17
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Musahar,Male,22
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Musahar,Female,19
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kayastha,Male,19
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kayastha,Female,16
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Baraee,Male,17
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Baraee,Female,17
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Mewahang,Male,14
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Mewahang,Female,20
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hayu,Male,17
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hayu,Female,14
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Loharung,Male,12
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Loharung,Female,18
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thakali,Male,7
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thakali,Female,22
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Mali,Male,14
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Mali,Female,14
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Ghale,Male,11
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Ghale,Female,16
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sonar,Male,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sonar,Female,18
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Meche,Male,14
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Meche,Female,6
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Chamar/Harijan/Ram,Male,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Chamar/Harijan/Ram,Female,9
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dusadh/Pasawan/Pasi,Male,7
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dusadh/Pasawan/Pasi,Female,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kanu,Male,11
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kanu,Female,5
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Koiri/Kushwaha,Male,4
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Koiri/Kushwaha,Female,11
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bin,Male,7
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bin,Female,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tajpuriya,Male,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tajpuriya,Female,7
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dhanuk,Male,6
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dhanuk,Female,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kalwar,Male,4
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kalwar,Female,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Halkhor,Male,6
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Halkhor,Female,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Chepang/Praja,Male,6
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Chepang/Praja,Female,6
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bote,Male,7
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bote,Female,5
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Others,Male,81
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Others,Female,73
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dalit Others,Male,105
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dalit Others,Female,103
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Terai Others,Male,94
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Terai Others,Female,63
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Undefined Others,Male,455
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Undefined Others,Female,435
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Foreigner,Male,13
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Foreigner,Female,16
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Chhetree,Male,32614
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Chhetree,Female,32471
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Kami,Male,18883
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Kami,Female,19202
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Thakuri,Male,14276
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Thakuri,Female,14379
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Magar,Male,7752
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Magar,Female,7735
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Brahman - Hill,Male,3974
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Brahman - Hill,Female,3937
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Damai/Dholi,Male,3324
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Damai/Dholi,Female,3507
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Dashnami/Sanyasi,Male,1661
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Dashnami/Sanyasi,Female,1709
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Sarki,Male,1533
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Sarki,Female,1525
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Badi,Male,622
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Badi,Female,595
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Newar,Male,179
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Newar,Female,136
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Gaine,Male,95
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Gaine,Female,92
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Tharu,Male,100
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Tharu,Female,35
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Lohar,Male,68
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Lohar,Female,63
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Dhobi,Male,55
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Dhobi,Female,46
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Raji,Male,49
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Raji,Female,51
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Gurung,Male,59
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Gurung,Female,17
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Chamar/Harijan/Ram,Male,34
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Chamar/Harijan/Ram,Female,37
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Kathbaniyan,Male,37
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Kathbaniyan,Female,27
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Tamang,Male,34
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Tamang,Female,14
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Rai,Male,23
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Rai,Female,10
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Gharti/Bhujel,Male,12
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Gharti/Bhujel,Female,15
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Limbu,Male,7
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Limbu,Female,10
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Thakali,Male,6
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Thakali,Female,7
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Rajput,Male,9
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Rajput,Female,2
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Others,Male,37
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Others,Female,42
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Dalit Others,Male,33
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Dalit Others,Female,29
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Terai Others,Male,61
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Terai Others,Female,74
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Brahman - Hill,Male,90237
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Brahman - Hill,Female,103050
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Chhetree,Male,59218
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Chhetree,Female,68812
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Rajbansi,Male,35485
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Rajbansi,Female,37897
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Limbu,Male,24612
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Limbu,Female,29109
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Rai,Male,17599
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Rai,Female,20373
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Satar/Santhal,Male,15096
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Satar/Santhal,Female,15555
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Newar,Male,12619
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Newar,Female,14011
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Musalman,Male,12823
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Musalman,Female,13174
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kami,Male,11228
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kami,Female,12712
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Tamang,Male,10940
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Tamang,Female,12429
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Magar,Male,8380
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Magar,Female,9404
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Damai/Dholi,Male,7080
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Damai/Dholi,Female,8126
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Tajpuriya,Male,5902
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Tajpuriya,Female,6340
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dashnami/Sanyasi,Male,4916
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dashnami/Sanyasi,Female,5624
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Tharu,Male,4898
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Tharu,Female,5085
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gangai,Male,4785
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gangai,Female,4974
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dhimal,Male,4194
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dhimal,Female,4785
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gurung,Male,3509
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gurung,Female,4173
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Majhi,Male,3408
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Majhi,Female,3676
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gharti/Bhujel,Male,3225
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gharti/Bhujel,Female,3742
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Teli,Male,3026
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Teli,Female,2848
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sarki,Male,2509
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sarki,Female,2715
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Yadav,Male,2670
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Yadav,Female,2324
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Marwadi,Male,2305
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Marwadi,Female,2031
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Meche,Male,1876
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Meche,Female,2200
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bangali,Male,2129
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bangali,Female,1937
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Brahman - Tarai,Male,1662
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Brahman - Tarai,Female,1740
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Musahar,Male,1534
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Musahar,Female,1606
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hajam/Thakur,Male,1475
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hajam/Thakur,Female,1370
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Danuwar,Male,1229
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Danuwar,Female,1264
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sunuwar,Male,1155
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sunuwar,Female,1235
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kumal,Male,1187
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kumal,Female,1185
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Haluwai,Male,1193
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Haluwai,Female,1173
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dhanuk,Male,1145
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dhanuk,Female,1104
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kathbaniyan,Male,1089
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kathbaniyan,Female,931
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Mallaha,Male,1040
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Mallaha,Female,968
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Jhangad/Dhagar,Male,860
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Jhangad/Dhagar,Female,859
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kurmi,Male,827
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kurmi,Female,811
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sherpa,Male,620
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sherpa,Female,678
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Koiri/Kushwaha,Male,617
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Koiri/Kushwaha,Female,620
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Nuniya,Male,600
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Nuniya,Female,627
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sudhi,Male,548
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sudhi,Female,521
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kalwar,Male,549
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kalwar,Female,513
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Baraee,Male,542
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Baraee,Female,519
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Koche,Male,527
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Koche,Female,524
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kisan,Male,530
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kisan,Female,507
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kayastha,Male,522
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kayastha,Female,490
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Chamar/Harijan/Ram,Male,448
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Chamar/Harijan/Ram,Female,464
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kewat,Male,431
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kewat,Female,448
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sonar,Male,401
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sonar,Female,446
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Thakuri,Male,317
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Thakuri,Female,372
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Khawas,Male,306
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Khawas,Female,347
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Punjabi/Shikh,Male,281
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Punjabi/Shikh,Female,304
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dusadh/Pasawan/Pasi,Male,290
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dusadh/Pasawan/Pasi,Female,273
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Rajput,Male,292
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Rajput,Female,246
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Yakkha,Male,260
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Yakkha,Female,252
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Munda,Male,255
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Munda,Female,247
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dom,Male,246
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dom,Female,254
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Tatma/Tatwa,Male,248
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Tatma/Tatwa,Female,234
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Chamling,Male,206
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Chamling,Female,235
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kulung,Male,194
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kulung,Female,238
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bantaba,Male,203
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bantaba,Female,211
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dhobi,Male,209
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dhobi,Female,193
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bantar/Sardar,Male,196
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bantar/Sardar,Female,191
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Pattharkatta/Kushwadiya,Male,156
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Pattharkatta/Kushwadiya,Female,157
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Badi,Male,152
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Badi,Female,151
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kanu,Male,153
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kanu,Female,137
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Mali,Male,151
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Mali,Female,137
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sarbaria,Male,143
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sarbaria,Female,144
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Lohar,Male,139
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Lohar,Female,144
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Khaling,Male,111
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Khaling,Female,133
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Thami,Male,96
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Thami,Female,110
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Badhaee,Male,115
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Badhaee,Female,81
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gaine,Male,92
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gaine,Female,96
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Lepcha,Male,91
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Lepcha,Female,89
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sampang,Male,78
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Sampang,Female,94
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kamar,Male,87
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kamar,Female,82
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bhote,Male,80
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bhote,Female,80
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Thulung,Male,69
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Thulung,Female,86
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Khatwe,Male,66
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Khatwe,Female,64
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kahar,Male,41
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kahar,Female,48
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kumhar,Male,37
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kumhar,Female,33
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Yamphu,Male,34
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Yamphu,Female,36
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Thakali,Male,22
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Thakali,Female,43
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Ghale,Male,32
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Ghale,Female,30
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dev,Male,28
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dev,Female,30
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dhunia,Male,20
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Dhunia,Female,28
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Byasi/Sauka,Male,25
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Byasi/Sauka,Female,17
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Halkhor,Male,19
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Halkhor,Female,21
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gaderi/Bhedhar,Male,15
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Gaderi/Bhedhar,Female,17
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Natuwa,Male,17
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Natuwa,Female,14
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Lodh,Male,11
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Lodh,Female,19
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bote,Male,13
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bote,Female,14
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Walung,Male,15
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Walung,Female,12
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Mewahang,Male,11
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Mewahang,Female,15
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Pahari,Male,12
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Pahari,Female,13
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Darai,Male,10
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Darai,Female,11
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bin,Male,8
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Bin,Female,12
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Chepang/Praja,Male,8
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Chepang/Praja,Female,9
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hayu,Male,8
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hayu,Female,8
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Nurang,Male,6
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Nurang,Female,9
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Rajbhar,Male,8
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Rajbhar,Female,6
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hyolmo,Male,6
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Hyolmo,Female,8
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kusunda,Male,5
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kusunda,Female,9
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Lhomi,Male,3
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Lhomi,Female,9
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kalar,Male,5
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,Kalar,Female,7
