District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Language,Value
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Bhojpuri,224
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Magar,391
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Magar,438
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Chepang,258
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Chepang,240
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,English,200
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,English,120
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Maithili,188
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Maithili,74
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Sherpa,71
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Sherpa,75
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Urdu,80
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Urdu,62
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Darai,55
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Darai,60
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Limbu,27
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Limbu,33
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Sanskrit,42
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Sanskrit,10
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Bangla,18
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Bangla,12
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Bote,15
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Bote,14
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Rai,15
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Rai,12
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Rajsthani,10
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Rajsthani,12
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Bajjika,17
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Bajjika,3
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Rajbanshi,10
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Rajbanshi,8
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Hyolmo/Yholmo,7
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Hyolmo/Yholmo,5
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Ghale,5
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Ghale,6
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,Others,62
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,Others,37
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Male,No Second Language,195844
Chitawan,Narayani,Terai,Central,2068/69,2011/12,Female,No Second Language,215695
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Nepali,44626
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Nepali,46274
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Limbu,52
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Limbu,47
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Hindi,76
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Hindi,19
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Magar,40
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Magar,49
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Gurung,8
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Gurung,15
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,English,12
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,English,4
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Rajbanshi,7
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Rajbanshi,4
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,Others,18
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,Others,21
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,No Second Language,21717
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,No Second Language,29105
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,Nepali,2438
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,Nepali,2606
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,Magar,280
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,Magar,270
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,Hindi,152
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,Hindi,16
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,Gurung,26
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,Gurung,27
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,Maithili,20
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,Maithili,8
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,Tamang,11
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,Tamang,7
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,Others,13
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,Others,13
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,No Second Language,124050
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,No Second Language,131833
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Nepali,63149
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Nepali,64106
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Tharu,2275
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Tharu,1982
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Avadhi,512
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Avadhi,473
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Hindi,636
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Hindi,339
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Magar,212
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Magar,277
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,English,137
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,English,66
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Newari,48
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Newari,57
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Gurung,47
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Gurung,35
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Maithili,26
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Maithili,30
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Bhojpuri,23
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Bhojpuri,18
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Limbu,10
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Limbu,18
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Urdu,18
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Urdu,8
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Sanskrit,9
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Sanskrit,4
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Rajbanshi,5
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Rajbanshi,7
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,Others,24
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,Others,25
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,No Second Language,193928
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,No Second Language,224079
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,Nepali,46481
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,Nepali,47720
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,Hindi,135
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,Hindi,98
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,Limbu,41
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,Limbu,47
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,Byansi,21
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,Byansi,25
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,English,21
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,English,3
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,Gurung,7
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,Gurung,6
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,Others,16
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,Others,25
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,No Second Language,38628
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,No Second Language,21745
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Nepali,40712
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Nepali,44869
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Tamang,832
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Tamang,943
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,English,936
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,English,739
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Magar,340
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Magar,401
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Hindi,347
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Hindi,58
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Newari,85
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Newari,110
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Gurung,62
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Gurung,76
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Chepang,64
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Chepang,43
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Ghale,42
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Ghale,56
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Urdu,31
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Urdu,33
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Kumal,22
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Kumal,19
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Rai,15
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Rai,24
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Bhojpuri,18
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Bhojpuri,13
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Sanskrit,26
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Sanskrit,5
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Limbu,15
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Limbu,11
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Maithili,12
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Maithili,11
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Rajbanshi,6
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Rajbanshi,15
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Arabi,9
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Arabi,8
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,Others,28
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,Others,18
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,No Second Language,114232
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,No Second Language,130781
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Nepali,39287
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Nepali,45354
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Bantawa,1064
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Bantawa,1188
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Chhintang,429
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Chhintang,549
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Limbu,288
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Limbu,324
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Rai,244
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Rai,209
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,English,233
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,English,149
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Newari,77
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Newari,81
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Tamang,61
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Tamang,76
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Chhiling,56
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Chhiling,64
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Hindi,77
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Hindi,27
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Yakkha,44
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Yakkha,60
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Magar,40
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Magar,42
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Sherpa,17
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Sherpa,19
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Sanskrit,19
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Sanskrit,5
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Maithili,14
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Maithili,9
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Rajbanshi,7
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Rajbanshi,14
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Tharu,7
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Tharu,13
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Gurung,8
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Gurung,9
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Urdu,8
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Urdu,5
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,Others,53
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,Others,56
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,No Second Language,34482
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Female,No Second Language,38644
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Nepali,144242
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Nepali,129099
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Hindi,36207
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Hindi,35569
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Maithili,10676
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Maithili,11002
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Urdu,4026
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Urdu,4200
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Magahi,3766
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Magahi,3440
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Bantawa,1398
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Bantawa,1470
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Avadhi,1168
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Avadhi,1311
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Bhojpuri,123
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Bhojpuri,154
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Magar,118
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Magar,124
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Tamang,121
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Tamang,113
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,English,135
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,English,60
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Newari,86
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Newari,74
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Limbu,50
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Limbu,56
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Tilung,52
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Tilung,47
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Bahing,33
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Bahing,36
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Gurung,30
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Gurung,33
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Danuwar,27
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Danuwar,19
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Tharu,25
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Tharu,19
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Chamling,13
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Chamling,14
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Bajjika,10
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Bajjika,14
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Sanskrit,15
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Sanskrit,7
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Chepang,9
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Chepang,9
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Uranw/Urau,7
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Uranw/Urau,11
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Sherpa,6
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Sherpa,10
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Arabi,11
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Arabi,2
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Rajsthani,7
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Rajsthani,5
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,Others,71
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,Others,70
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Male,No Second Language,176106
Dhanusa,Janakpur,Terai,Central,2068/69,2011/12,Female,No Second Language,189271
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Nepali,28767
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Nepali,31911
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,English,658
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,English,509
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Tamang,382
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Tamang,351
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Hindi,219
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Hindi,55
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Thami,62
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Thami,70
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Sherpa,49
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Sherpa,36
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Newari,26
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Newari,42
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Jirel,32
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Jirel,36
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Limbu,25
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Limbu,34
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Maithili,18
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Maithili,15
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Gurung,12
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Gurung,18
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Sanskrit,19
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Sanskrit,3
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Bajjika,5
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Bajjika,11
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Rajbanshi,6
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Rajbanshi,6
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,Others,29
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,Others,29
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Male,No Second Language,56694
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Female,No Second Language,66428
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,Nepali,4550
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,Nepali,4920
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,Sherpa,338
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,Sherpa,345
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,Magar,52
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,Magar,60
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,Bote,48
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,Bote,55
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,Others,20
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,Others,12
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,No Second Language,13230
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,No Second Language,13070
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,Nepali,54759
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,Nepali,58392
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,Hindi,54
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,Hindi,22
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,Limbu,24
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,Limbu,32
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,English,26
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,English,0
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,Gurung,10
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,Gurung,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,Baram,7
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,Baram,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,Newari,8
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,Newari,6
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,Bajjika,5
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,Bajjika,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,Maithili,4
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,Maithili,7
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,Magar,2
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,Magar,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,Others,24
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,Others,11
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Male,No Second Language,42329
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Female,No Second Language,55988
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,Nepali,30317
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,Nepali,36545
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,Gurung,944
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,Gurung,1165
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,Magar,611
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,Magar,733
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,Tamang,225
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,Tamang,270
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,Newari,216
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,Newari,238
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,Kumal,167
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,Kumal,209
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,English,161
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,English,82
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,Chepang,90
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,Chepang,122
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,Hindi,132
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,Hindi,44
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Male,Limbu,28
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Female,Limbu,25
