District,Vdc,Gender/Household,Number
Rautahat,Jhunkhunwa,Population Female,3404
Rautahat,Jingadawa Belbichwa,Total households,919
Rautahat,Jingadawa Belbichwa,Population Male,3089
Rautahat,Jingadawa Belbichwa,Population Female,3084
Rautahat,Jowaha(Jokaha),Total households,1149
Rautahat,Jowaha(Jokaha),Population Male,4010
Rautahat,Jowaha(Jokaha),Population Female,4351
Rautahat,Judibela,Total households,1164
Rautahat,Judibela,Population Male,2782
Rautahat,Judibela,Population Female,3005
Rautahat,Kakanpur,Total households,1619
Rautahat,Kakanpur,Population Male,5008
Rautahat,Kakanpur,Population Female,5015
Rautahat,Karkach Karmaiya,Total households,1121
Rautahat,Karkach Karmaiya,Population Male,3941
Rautahat,Karkach Karmaiya,Population Female,3622
Rautahat,Karuniya,Total households,1070
Rautahat,Karuniya,Population Male,3792
Rautahat,Karuniya,Population Female,3755
Rautahat,Katahariya,Total households,1564
Rautahat,Katahariya,Population Male,5149
Rautahat,Katahariya,Population Female,4811
Rautahat,Khesarhiya,Total households,534
Rautahat,Khesarhiya,Population Male,1571
Rautahat,Khesarhiya,Population Female,1475
Rautahat,Laxminiya Do.,Total households,1893
Rautahat,Laxminiya Do.,Population Male,5751
Rautahat,Laxminiya Do.,Population Female,5595
Rautahat,Laxmipur (Do.),Total households,986
Rautahat,Laxmipur (Do.),Population Male,3507
Rautahat,Laxmipur (Do.),Population Female,3415
Rautahat,Laxmipur Belbichawa,Total households,634
Rautahat,Laxmipur Belbichawa,Population Male,1896
Rautahat,Laxmipur Belbichawa,Population Female,1664
Rautahat,Lokaha,Total households,630
Rautahat,Lokaha,Population Male,2487
Rautahat,Lokaha,Population Female,2350
Rautahat,Madhopur,Total households,1135
Rautahat,Madhopur,Population Male,3932
Rautahat,Madhopur,Population Female,3677
Rautahat,Mahamadpur,Total households,1277
Rautahat,Mahamadpur,Population Male,4376
Rautahat,Mahamadpur,Population Female,3971
Rautahat,Malahi,Total households,408
Rautahat,Malahi,Population Male,1469
Rautahat,Malahi,Population Female,1401
Rautahat,Maryadpur,Total households,812
Rautahat,Maryadpur,Population Male,2811
Rautahat,Maryadpur,Population Female,2596
Rautahat,Masedawa,Total households,1021
Rautahat,Masedawa,Population Male,3480
Rautahat,Masedawa,Population Female,3270
Rautahat,Mathiya,Total households,797
Rautahat,Mathiya,Population Male,3088
Rautahat,Mathiya,Population Female,2925
Rautahat,Matsari,Total households,698
Rautahat,Matsari,Population Male,2241
Rautahat,Matsari,Population Female,2082
Rautahat,Mithuawa,Total households,646
Rautahat,Mithuawa,Population Male,1999
Rautahat,Mithuawa,Population Female,1899
Rautahat,Mudwalawa,Total households,1009
Rautahat,Mudwalawa,Population Male,2267
Rautahat,Mudwalawa,Population Female,2047
Rautahat,Narkatiya Guthi,Total households,1089
Rautahat,Narkatiya Guthi,Population Male,4042
Rautahat,Narkatiya Guthi,Population Female,3849
Rautahat,Pacharukhi,Total households,943
Rautahat,Pacharukhi,Population Male,2718
Rautahat,Pacharukhi,Population Female,2486
Rautahat,Pataura,Total households,1173
Rautahat,Pataura,Population Male,4132
Rautahat,Pataura,Population Female,3920
Rautahat,Pathara Budharam,Total households,1007
Rautahat,Pathara Budharam,Population Male,3595
Rautahat,Pathara Budharam,Population Female,3377
Rautahat,Paurai,Total households,1821
Rautahat,Paurai,Population Male,4745
Rautahat,Paurai,Population Female,4868
Rautahat,Pipara Pokhariya,Total households,957
Rautahat,Pipara Pokhariya,Population Male,3335
Rautahat,Pipara Pokhariya,Population Female,3061
Rautahat,Pipariya(Dostiya),Total households,731
Rautahat,Pipariya(Dostiya),Population Male,2514
Rautahat,Pipariya(Dostiya),Population Female,2402
Rautahat,Pipariya(Paroha),Total households,1177
Rautahat,Pipariya(Paroha),Population Male,4242
Rautahat,Pipariya(Paroha),Population Female,3955
Rautahat,Pipra Bhagwanpur,Total households,880
Rautahat,Pipra Bhagwanpur,Population Male,3291
Rautahat,Pipra Bhagwanpur,Population Female,3009
Rautahat,Pipra Rajbara,Total households,1055
Rautahat,Pipra Rajbara,Population Male,3656
Rautahat,Pipra Rajbara,Population Female,3352
Rautahat,Pothiyahi,Total households,989
Rautahat,Pothiyahi,Population Male,3541
Rautahat,Pothiyahi,Population Female,3372
Rautahat,Pratappur Paltuwa,Total households,1350
Rautahat,Pratappur Paltuwa,Population Male,4628
Rautahat,Pratappur Paltuwa,Population Female,4524
Rautahat,Prempur Gunahi,Total households,1062
Rautahat,Prempur Gunahi,Population Male,3702
Rautahat,Prempur Gunahi,Population Female,3562
Rautahat,Raghunathpur,Total households,915
Rautahat,Raghunathpur,Population Male,2990
Rautahat,Raghunathpur,Population Female,2938
Rautahat,Rajdevi,Total households,754
Rautahat,Rajdevi,Population Male,2310
Rautahat,Rajdevi,Population Female,2111
Rautahat,Rajpur Farhadawa,Total households,2589
Rautahat,Rajpur Farhadawa,Population Male,8820
Rautahat,Rajpur Farhadawa,Population Female,9069
Rautahat,Rajpur Tulsi,Total households,877
Rautahat,Rajpur Tulsi,Population Male,2901
Rautahat,Rajpur Tulsi,Population Female,2902
Rautahat,Ramoli Bairiya,Total households,918
Rautahat,Ramoli Bairiya,Population Male,3329
Rautahat,Ramoli Bairiya,Population Female,3048
Rautahat,Rampur Khap,Total households,776
Rautahat,Rampur Khap,Population Male,2686
Rautahat,Rampur Khap,Population Female,2547
Rautahat,Rangapur,Total households,1945
Rautahat,Rangapur,Population Male,5576
Rautahat,Rangapur,Population Female,5468
Rautahat,Sakhuawa,Total households,759
Rautahat,Sakhuawa,Population Male,2521
Rautahat,Sakhuawa,Population Female,2283
Rautahat,Sakhuwa Dhamaura,Total households,1857
Rautahat,Sakhuwa Dhamaura,Population Male,6273
Rautahat,Sakhuwa Dhamaura,Population Female,6197
Rautahat,Samanpur,Total households,1290
Rautahat,Samanpur,Population Male,4049
Rautahat,Samanpur,Population Female,3877
Rautahat,Sangrampur,Total households,915
Rautahat,Sangrampur,Population Male,3148
Rautahat,Sangrampur,Population Female,3027
Rautahat,Santapur(Dostiya),Total households,1089
Rautahat,Santapur(Dostiya),Population Male,3760
Rautahat,Santapur(Dostiya),Population Female,3649
Rautahat,Santpur(Matiaun),Total households,2686
Rautahat,Santpur(Matiaun),Population Male,7650
Rautahat,Santpur(Matiaun),Population Female,7398
Rautahat,Sarmujawa,Total households,1439
Rautahat,Sarmujawa,Population Male,5342
Rautahat,Sarmujawa,Population Female,4848
Rautahat,Saruatha,Total households,1287
Rautahat,Saruatha,Population Male,3878
Rautahat,Saruatha,Population Female,3572
Rautahat,Saunaraniya,Total households,838
Rautahat,Saunaraniya,Population Male,3113
Rautahat,Saunaraniya,Population Female,2880
Rautahat,Shitalpur Bairgania,Total households,1066
Rautahat,Shitalpur Bairgania,Population Male,3825
Rautahat,Shitalpur Bairgania,Population Female,3576
Rautahat,Simara Bhawanipur,Total households,1491
Rautahat,Simara Bhawanipur,Population Male,4661
Rautahat,Simara Bhawanipur,Population Female,4790
Rautahat,Tejapakar,Total households,870
Rautahat,Tejapakar,Population Male,2878
Rautahat,Tejapakar,Population Female,2708
Rautahat,Tengraha,Total households,877
Rautahat,Tengraha,Population Male,3032
Rautahat,Tengraha,Population Female,2915
Rautahat,Institutional,Total households,16
Rautahat,Institutional,Population Male,631
Rautahat,Institutional,Population Female,32
Bara,Amarpatti,Total households,508
Bara,Amarpatti,Population Male,1874
Bara,Amarpatti,Population Female,1864
Bara,Amlekhganj,Total households,1370
Bara,Amlekhganj,Population Male,3413
Bara,Amlekhganj,Population Female,3296
Bara,Amritgang,Total households,1466
Bara,Amritgang,Population Male,4609
Bara,Amritgang,Population Female,4524
Bara,Amab,Total households,928
Bara,Amab,Population Male,2566
Bara,Amab,Population Female,2692
Bara,Babuain,Total households,538
Bara,Babuain,Population Male,1778
Bara,Babuain,Population Female,1681
Bara,Bachhanpurwa,Total households,907
Bara,Bachhanpurwa,Population Male,2284
Bara,Bachhanpurwa,Population Female,2576
Bara,Badaki Fulbariya,Total households,904
Bara,Badaki Fulbariya,Population Male,3739
Bara,Badaki Fulbariya,Population Female,3368
Bara,Bagahi,Total households,451
Bara,Bagahi,Population Male,1811
Bara,Bagahi,Population Female,1680
Bara,Bahuari,Total households,646
Bara,Bahuari,Population Male,2574
Bara,Bahuari,Population Female,2391
Bara,Balirampur,Total households,1014
Bara,Balirampur,Population Male,3685
Bara,Balirampur,Population Female,3441
Bara,Baghawan,Total households,761
Bara,Baghawan,Population Male,2315
Bara,Baghawan,Population Female,2363
Bara,Banjariya,Total households,835
Bara,Banjariya,Population Male,3020
Bara,Banjariya,Population Female,2979
Bara,Barainiya,Total households,735
Bara,Barainiya,Population Male,2694
Bara,Barainiya,Population Female,2451
Bara,Bariyarpur,Total households,1785
Bara,Bariyarpur,Population Male,5821
Bara,Bariyarpur,Population Female,5816
Bara,Basatpur,Total households,1027
Bara,Basatpur,Population Male,3502
Bara,Basatpur,Population Female,3330
Bara,Batara,Total households,546
Bara,Batara,Population Male,1937
Bara,Batara,Population Female,1839
Bara,Beldari,Total households,636
Bara,Beldari,Population Male,2600
Bara,Beldari,Population Female,2397
Bara,Benauli,Total households,746
Bara,Benauli,Population Male,2666
Bara,Benauli,Population Female,2442
Bara,Bhagwanpur,Total households,751
Bara,Bhagwanpur,Population Male,2742
Bara,Bhagwanpur,Population Female,2608
Bara,Bhaluhi Bharbaliya,Total households,988
Bara,Bhaluhi Bharbaliya,Population Male,3539
Bara,Bhaluhi Bharbaliya,Population Female,3185
Bara,Bharatganj Sigaul,Total households,1097
Bara,Bharatganj Sigaul,Population Male,2516
Bara,Bharatganj Sigaul,Population Female,2787
Bara,Bhatauda,Total households,911
Bara,Bhatauda,Population Male,3385
Bara,Bhatauda,Population Female,3063
Bara,Bhodaha,Total households,1031
Bara,Bhodaha,Population Male,3529
Bara,Bhodaha,Population Female,3295
Bara,Bishrampur,Total households,912
Bara,Bishrampur,Population Male,3316
Bara,Bishrampur,Population Female,3005
Bara,Bishunpur,Total households,527
Bara,Bishunpur,Population Male,2201
Bara,Bishunpur,Population Female,2119
Bara,Bishunpurwa,Total households,839
Bara,Bishunpurwa,Population Male,2644
Bara,Bishunpurwa,Population Female,2577
Bara,Buniyad,Total households,782
Bara,Buniyad,Population Male,2976
Bara,Buniyad,Population Female,2675
Bara,Chhata Pipra,Total households,1065
Bara,Chhata Pipra,Population Male,3674
Bara,Chhata Pipra,Population Female,3501
Bara,Chhatawa,Total households,771
Bara,Chhatawa,Population Male,2992
Bara,Chhatawa,Population Female,2668
Bara,Dahiyar,Total households,1134
Bara,Dahiyar,Population Male,3720
Bara,Dahiyar,Population Female,3441
Bara,Dewapur,Total households,642
Bara,Dewapur,Population Male,2432
Bara,Dewapur,Population Female,2284
Bara,Dharma Nagar,Total households,770
Bara,Dharma Nagar,Population Male,2786
Bara,Dharma Nagar,Population Female,2571
Bara,Dohari,Total households,700
Bara,Dohari,Population Male,2511
Bara,Dohari,Population Female,2311
Bara,Dumarwana,Total households,4416
Bara,Dumarwana,Population Male,10228
Bara,Dumarwana,Population Female,11242
Bara,Fattepur,Total households,1504
Bara,Fattepur,Population Male,4521
Bara,Fattepur,Population Female,4369
Bara,Gadhahal,Total households,545
Bara,Gadhahal,Population Male,1627
Bara,Gadhahal,Population Female,1566
Bara,Ganj Bhawanipur,Total households,910
Bara,Ganj Bhawanipur,Population Male,3262
Bara,Ganj Bhawanipur,Population Female,3093
Bara,Golaganj,Total households,729
Bara,Golaganj,Population Male,2659
Bara,Golaganj,Population Female,2411
Bara,Haraiya,Total households,1714
Bara,Haraiya,Population Male,4788
Bara,Haraiya,Population Female,4922
Bara,Hardiya,Total households,739
Bara,Hardiya,Population Male,2732
Bara,Hardiya,Population Female,2426
Bara,Hariharpur,Total households,804
Bara,Hariharpur,Population Male,2832
Bara,Hariharpur,Population Female,2626
Bara,Inarwamal,Total households,1070
Bara,Inarwamal,Population Male,3967
Bara,Inarwamal,Population Female,3701
Bara,Inarwasira,Total households,1607
Bara,Inarwasira,Population Male,5385
Bara,Inarwasira,Population Female,5227
Bara,Itiyahi,Total households,977
Bara,Itiyahi,Population Male,3545
Bara,Itiyahi,Population Female,3114
Bara,Jhitakaiya(Dakshin),Total households,1181
Bara,Jhitakaiya(Dakshin),Population Male,4664
Bara,Jhitakaiya(Dakshin),Population Female,4172
Bara,Jhitakaiya(Uttar),Total households,964
Bara,Jhitakaiya(Uttar),Population Male,3261
Bara,Jhitakaiya(Uttar),Population Female,3206
Bara,Jitpur Bhawanipur,Total households,3721
Bara,Jitpur Bhawanipur,Population Male,11468
Bara,Jitpur Bhawanipur,Population Female,10529
Bara,Kabahigoth,Total households,927
Bara,Kabahigoth,Population Male,3376
Bara,Kabahigoth,Population Female,3204
Bara,Kabahijabdi,Total households,645
Bara,Kabahijabdi,Population Male,2131
Bara,Kabahijabdi,Population Female,2136
Bara,Kachorwa,Total households,1614
Bara,Kachorwa,Population Male,5732
Bara,Kachorwa,Population Female,5226
Bara,Kakadi,Total households,700
Bara,Kakadi,Population Male,1961
Bara,Kakadi,Population Female,2030
Bara,Kalaiya Municipality,Total households,6847
Bara,Kalaiya Municipality,Population Male,22383
Bara,Kalaiya Municipality,Population Female,20443
Bara,Karaiya,Total households,843
Bara,Karaiya,Population Male,2716
Bara,Karaiya,Population Female,2597
Bara,Khopawa,Total households,764
Bara,Khopawa,Population Male,2569
Bara,Khopawa,Population Female,2487
Bara,Khutwajabdi,Total households,717
Bara,Khutwajabdi,Population Male,2398
Bara,Khutwajabdi,Population Female,2339
Bara,Kolhabi,Total households,1272
Bara,Kolhabi,Population Male,3171
Bara,Kolhabi,Population Female,3396
Bara,Kudawa,Total households,578
Bara,Kudawa,Population Male,2093
Bara,Kudawa,Population Female,2070
Bara,Laxmipur Kotwali,Total households,798
Bara,Laxmipur Kotwali,Population Male,3057
Bara,Laxmipur Kotwali,Population Female,2918
Bara,Lipanimal,Total households,1115
Bara,Lipanimal,Population Male,4144
Bara,Lipanimal,Population Female,3737
Bara,Madhurijabdi,Total households,478
Bara,Madhurijabdi,Population Male,1652
Bara,Madhurijabdi,Population Female,1606
Bara,Mahendra Adarsha,Total households,779
Bara,Mahendra Adarsha,Population Male,2626
Bara,Mahendra Adarsha,Population Female,2527
Bara,Maheshpur,Total households,1371
Bara,Maheshpur,Population Male,4611
Bara,Maheshpur,Population Female,4355
Bara,Majhariya,Total households,657
Bara,Majhariya,Population Male,2362
Bara,Majhariya,Population Female,2314
Bara,Manaharwa,Total households,1830
Bara,Manaharwa,Population Male,5162
Bara,Manaharwa,Population Female,5206
Bara,Matiarwa,Total households,901
Bara,Matiarwa,Population Male,3272
Bara,Matiarwa,Population Female,3075
Bara,Motisar,Total households,758
Bara,Motisar,Population Male,2679
Bara,Motisar,Population Female,2520
Bara,Narahi,Total households,735
Bara,Narahi,Population Male,2442
Bara,Narahi,Population Female,2348
Bara,Nijgadh,Total households,3982
Bara,Nijgadh,Population Male,9525
Bara,Nijgadh,Population Female,10089
Bara,Pakadiya Chikani,Total households,672
Bara,Pakadiya Chikani,Population Male,2634
Bara,Pakadiya Chikani,Population Female,2379
Bara,Paparpati Jabdi,Total households,441
Bara,Paparpati Jabdi,Population Male,1537
Bara,Paparpati Jabdi,Population Female,1553
Bara,Paterwa,Total households,617
Bara,Paterwa,Population Male,2062
Bara,Paterwa,Population Female,1937
Bara,Patharhati,Total households,633
Bara,Patharhati,Population Male,2433
Bara,Patharhati,Population Female,2188
Bara,Pathera,Total households,773
Bara,Pathera,Population Male,2548
Bara,Pathera,Population Female,2458
Bara,Pheta,Total households,1006
Bara,Pheta,Population Male,3511
Bara,Pheta,Population Female,3441
Bara,Pipara Simara,Total households,5253
Bara,Pipara Simara,Population Male,11906
Bara,Pipara Simara,Population Female,11929
Bara,Piparabirta,Total households,557
Bara,Piparabirta,Population Male,2146
Bara,Piparabirta,Population Female,1935
Bara,Piparpati Parchrouwa,Total households,741
Bara,Piparpati Parchrouwa,Population Male,2541
Bara,Piparpati Parchrouwa,Population Female,2492
Bara,Pipra Basantapur,Total households,690
Bara,Pipra Basantapur,Population Male,2247
Bara,Pipra Basantapur,Population Female,2118
Bara,Pipradhi Goth,Total households,698
Bara,Pipradhi Goth,Population Male,2677
Bara,Pipradhi Goth,Population Female,2530
Bara,Prasauni,Total households,1232
Bara,Prasauni,Population Male,4444
Bara,Prasauni,Population Female,3970
Bara,Prasauna,Total households,718
Bara,Prasauna,Population Male,2023
Bara,Prasauna,Population Female,2069
Bara,Prastoka,Total households,1384
Bara,Prastoka,Population Male,5095
Bara,Prastoka,Population Female,5110
Bara,Prasurampur,Total households,953
Bara,Prasurampur,Population Male,3581
Bara,Prasurampur,Population Female,3372
Bara,Purainiya,Total households,854
Bara,Purainiya,Population Male,3378
Bara,Purainiya,Population Female,3248
Bara,Raghunathpur,Total households,721
Bara,Raghunathpur,Population Male,2622
Bara,Raghunathpur,Population Female,2539
Bara,Rampur Tokani,Total households,1044
Bara,Rampur Tokani,Population Male,3812
Bara,Rampur Tokani,Population Female,3381
Bara,Rampurwa,Total households,828
Bara,Rampurwa,Population Male,2580
Bara,Rampurwa,Population Female,2643
Bara,Ratanpuri,Total households,2083
Bara,Ratanpuri,Population Male,4985
Bara,Ratanpuri,Population Female,5433
Bara,Rauwahi,Total households,521
Bara,Rauwahi,Population Male,1815
Bara,Rauwahi,Population Female,1603
Bara,Sapahi,Total households,1838
Bara,Sapahi,Population Male,4308
Bara,Sapahi,Population Female,4807
Bara,Shreenagar Bairiya,Total households,678
Bara,Shreenagar Bairiya,Population Male,2403
Bara,Shreenagar Bairiya,Population Female,2329
Bara,Sihorwa,Total households,698
Bara,Sihorwa,Population Male,2346
Bara,Sihorwa,Population Female,2275
Bara,Sinhasani,Total households,852
Bara,Sinhasani,Population Male,2756
Bara,Sinhasani,Population Female,2707
Bara,Sisahaniya,Total households,480
Bara,Sisahaniya,Population Male,1784
Bara,Sisahaniya,Population Female,1611
Bara,Tedhakatti,Total households,696
Bara,Tedhakatti,Population Male,2464
Bara,Tedhakatti,Population Female,2293
Bara,Telkuwa,Total households,812
Bara,Telkuwa,Population Male,2853
Bara,Telkuwa,Population Female,2665
Bara,Tetariya,Total households,532
Bara,Tetariya,Population Male,1710
Bara,Tetariya,Population Female,1693
Bara,Uchidiha,Total households,708
Bara,Uchidiha,Population Male,2535
Bara,Uchidiha,Population Female,2419
Bara,Umarjan,Total households,972
Bara,Umarjan,Population Male,2864
Bara,Umarjan,Population Female,2805
Bara,Institutional,Total households,35
Bara,Institutional,Population Male,1792
Bara,Institutional,Population Female,85
Parsa,Alau,Total households,1213
Parsa,Alau,Population Male,4433
Parsa,Alau,Population Female,4133
Parsa,Amarpatti,Total households,705
Parsa,Amarpatti,Population Male,2580
Parsa,Amarpatti,Population Female,2391
Parsa,Auraha,Total households,809
Parsa,Auraha,Population Male,2778
Parsa,Auraha,Population Female,2614
Parsa,Bagahi,Total households,964
Parsa,Bagahi,Population Male,3392
Parsa,Bagahi,Population Female,3178
Parsa,Bagbana,Total households,1266
Parsa,Bagbana,Population Male,3481
Parsa,Bagbana,Population Female,3483
Parsa,Bageshwari Titrona,Total households,997
Parsa,Bageshwari Titrona,Population Male,3467
Parsa,Bageshwari Titrona,Population Female,3201
Parsa,Bahauri Pidari,Total households,858
Parsa,Bahauri Pidari,Population Male,3142
Parsa,Bahauri Pidari,Population Female,2777
Parsa,Bahuarbamatha,Total households,1012
Parsa,Bahuarbamatha,Population Male,3634
Parsa,Bahuarbamatha,Population Female,3350
Parsa,Basadilwa,Total households,903
Parsa,Basadilwa,Population Male,3291
Parsa,Basadilwa,Population Female,3119
Parsa,Basantpur,Total households,1157
Parsa,Basantpur,Population Male,4094
Parsa,Basantpur,Population Female,3839
Parsa,Belwa Parsauni,Total households,1370
Parsa,Belwa Parsauni,Population Male,4790
Parsa,Belwa Parsauni,Population Female,4511
Parsa,Bairiya Birta (Nau.Ta.Ja.),Total households,800
Parsa,Bairiya Birta (Nau.Ta.Ja.),Population Male,2638
Parsa,Bairiya Birta (Nau.Ta.Ja.),Population Female,2575
Parsa,Bairiya Birta (Da.Pu.),Total households,908
Parsa,Bairiya Birta (Da.Pu.),Population Male,3303
Parsa,Bairiya Birta (Da.Pu.),Population Female,3037
Parsa,Bhawanipur,Total households,847
Parsa,Bhawanipur,Population Male,3276
Parsa,Bhawanipur,Population Female,2917
Parsa,Bhedihari,Total households,846
Parsa,Bhedihari,Population Male,2977
Parsa,Bhedihari,Population Female,2795
Parsa,Bhisawa,Total households,829
Parsa,Bhisawa,Population Male,2920
Parsa,Bhisawa,Population Female,2815
Parsa,Bijbaniya,Total households,512
Parsa,Bijbaniya,Population Male,1987
Parsa,Bijbaniya,Population Female,1829
Parsa,Bindabasini,Total households,777
Parsa,Bindabasini,Population Male,2752
Parsa,Bindabasini,Population Female,2447
Parsa,Biranchibarwa,Total households,558
Parsa,Biranchibarwa,Population Male,1846
Parsa,Biranchibarwa,Population Female,1779
Parsa,Birgunj Sub-Metropolitan City,Total households,24164
Parsa,Birgunj Sub-Metropolitan City,Population Male,72580
Parsa,Birgunj Sub-Metropolitan City,Population Female,63324
Parsa,Birwaguthi,Total households,2350
Parsa,Birwaguthi,Population Male,6608
Parsa,Birwaguthi,Population Female,6640
Parsa,Bishrampur,Total households,985
Parsa,Bishrampur,Population Male,3661
Parsa,Bishrampur,Population Female,3428
Parsa,Chorni,Total households,1370
Parsa,Chorni,Population Male,4747
Parsa,Chorni,Population Female,4600
Parsa,Deukhana,Total households,719
Parsa,Deukhana,Population Male,2463
Parsa,Deukhana,Population Female,2403
Parsa,Dhaubini,Total households,709
Parsa,Dhaubini,Population Male,2484
Parsa,Dhaubini,Population Female,2419
Parsa,Dhore,Total households,726
Parsa,Dhore,Population Male,2471
Parsa,Dhore,Population Female,2333
Parsa,Gadi,Total households,782
Parsa,Gadi,Population Male,2201
Parsa,Gadi,Population Female,2157
Parsa,Gamhariya,Total households,602
Parsa,Gamhariya,Population Male,2221
Parsa,Gamhariya,Population Female,1955
Parsa,Ghaudhdaur Pipara,Total households,488
Parsa,Ghaudhdaur Pipara,Population Male,1680
Parsa,Ghaudhdaur Pipara,Population Female,1547
Parsa,Govindapur,Total households,443
Parsa,Govindapur,Population Male,1465
Parsa,Govindapur,Population Female,1432
Parsa,Hariharpur (Nau.Ta.Ja.),Total households,709
Parsa,Hariharpur (Nau.Ta.Ja.),Population Male,2432
Parsa,Hariharpur (Nau.Ta.Ja.),Population Female,2326
Parsa,Hariharpur Birta,Total households,406
Parsa,Hariharpur Birta,Population Male,1527
Parsa,Hariharpur Birta,Population Female,1442
Parsa,Harpatagunj,Total households,616
Parsa,Harpatagunj,Population Male,2360
Parsa,Harpatagunj,Population Female,2089
Parsa,Harpur,Total households,1007
Parsa,Harpur,Population Male,3135
Parsa,Harpur,Population Female,3004
Parsa,Jagarnathpur,Total households,1067
Parsa,Jagarnathpur,Population Male,3508
Parsa,Jagarnathpur,Population Female,3233
Parsa,Jaimangalapur,Total households,810
Parsa,Jaimangalapur,Population Male,2721
Parsa,Jaimangalapur,Population Female,2677
Parsa,Janakitola,Total households,616
Parsa,Janakitola,Population Male,2200
Parsa,Janakitola,Population Female,2202
Parsa,Jeetpur,Total households,952
Parsa,Jeetpur,Population Male,2529
Parsa,Jeetpur,Population Female,2631
Parsa,Jhouwa Guthi,Total households,993
Parsa,Jhouwa Guthi,Population Male,3287
Parsa,Jhouwa Guthi,Population Female,3075
Parsa,Kauwa Ban Kataiya,Total households,642
Parsa,Kauwa Ban Kataiya,Population Male,2516
Parsa,Kauwa Ban Kataiya,Population Female,2366
Parsa,Lahawarthakari,Total households,523
Parsa,Lahawarthakari,Population Male,2129
Parsa,Lahawarthakari,Population Female,1909
Parsa,Lakhanpur,Total households,757
Parsa,Lakhanpur,Population Male,2611
Parsa,Lakhanpur,Population Female,2351
Parsa,Lal Parsa,Total households,616
Parsa,Lal Parsa,Population Male,2324
Parsa,Lal Parsa,Population Female,2154
Parsa,Langadi,Total households,525
Parsa,Langadi,Population Male,1739
Parsa,Langadi,Population Female,1682
Parsa,Lipani Birta,Total households,970
Parsa,Lipani Birta,Population Male,3695
Parsa,Lipani Birta,Population Female,3243
Parsa,Madhuban Mathaul,Total households,1246
Parsa,Madhuban Mathaul,Population Male,3394
Parsa,Madhuban Mathaul,Population Female,3389
Parsa,Mahadevpatti,Total households,1207
Parsa,Mahadevpatti,Population Male,3700
Parsa,Mahadevpatti,Population Female,3474
Parsa,Mahuwan,Total households,761
Parsa,Mahuwan,Population Male,2472
Parsa,Mahuwan,Population Female,2365
Parsa,Mainpur (Pakaha),Total households,477
Parsa,Mainpur (Pakaha),Population Male,1695
Parsa,Mainpur (Pakaha),Population Female,1537
Parsa,Maniyari,Total households,934
Parsa,Maniyari,Population Male,3405
Parsa,Maniyari,Population Female,3222
Parsa,Masihani,Total households,968
Parsa,Masihani,Population Male,3177
Parsa,Masihani,Population Female,2904
Parsa,Bhikhampur,Total households,708
Parsa,Bhikhampur,Population Male,2404
Parsa,Bhikhampur,Population Female,2270
Parsa,Mirjapur,Total households,690
Parsa,Mirjapur,Population Male,2189
Parsa,Mirjapur,Population Female,2040
Parsa,Mudali,Total households,823
Parsa,Mudali,Population Male,3064
Parsa,Mudali,Population Female,2786
Parsa,Nagardaha,Total households,485
Parsa,Nagardaha,Population Male,1852
Parsa,Nagardaha,Population Female,1731
Parsa,Nichuta,Total households,1060
Parsa,Nichuta,Population Male,3363
Parsa,Nichuta,Population Female,3257
Parsa,Nirmal Basti,Total households,2055
Parsa,Nirmal Basti,Population Male,4773
Parsa,Nirmal Basti,Population Female,4999
Parsa,Pacharukhi,Total households,792
Parsa,Pacharukhi,Population Male,2869
Parsa,Pacharukhi,Population Female,2719
Parsa,Parsauni Birta,Total households,735
Parsa,Parsauni Birta,Population Male,2620
Parsa,Parsauni Birta,Population Female,2381
Parsa,Prasauni Matha,Total households,866
Parsa,Prasauni Matha,Population Male,3135
Parsa,Prasauni Matha,Population Female,3016
Parsa,Pidariguthi,Total households,817
Parsa,Pidariguthi,Population Male,2618
Parsa,Pidariguthi,Population Female,2541
Parsa,Pokhariya,Total households,1015
Parsa,Pokhariya,Population Male,3558
Parsa,Pokhariya,Population Female,3437
Parsa,Prasurampur,Total households,409
Parsa,Prasurampur,Population Male,1525
Parsa,Prasurampur,Population Female,1400
Parsa,Ramgadhawa,Total households,996
Parsa,Ramgadhawa,Population Male,3642
Parsa,Ramgadhawa,Population Female,3026
Parsa,Ramnagari,Total households,510
Parsa,Ramnagari,Population Male,1692
Parsa,Ramnagari,Population Female,1641
Parsa,Sabaithawa,Total households,680
Parsa,Sabaithawa,Population Male,2273
Parsa,Sabaithawa,Population Female,2214
Parsa,Sakhuwa Prasauni,Total households,1204
Parsa,Sakhuwa Prasauni,Population Male,3342
Parsa,Sakhuwa Prasauni,Population Female,3376
Parsa,Samjhauta,Total households,992
Parsa,Samjhauta,Population Male,3617
Parsa,Samjhauta,Population Female,3378
Parsa,Shankar Saraiya,Total households,771
Parsa,Shankar Saraiya,Population Male,2011
Parsa,Shankar Saraiya,Population Female,2059
Parsa,Sedhawa,Total households,609
Parsa,Sedhawa,Population Male,1590
Parsa,Sedhawa,Population Female,1676
Parsa,Shibarwa,Total households,933
Parsa,Shibarwa,Population Male,3384
Parsa,Shibarwa,Population Female,3107
Parsa,Sirsiya Khalwatola,Total households,828
Parsa,Sirsiya Khalwatola,Population Male,3114
Parsa,Sirsiya Khalwatola,Population Female,2818
Parsa,Sonbarsa,Total households,1114
Parsa,Sonbarsa,Population Male,3664
Parsa,Sonbarsa,Population Female,3494
Parsa,Sreesiya (Nau.Ta.Ja.),Total households,527
